location,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°F,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20210704T1400,64.22095,80.0,13.32,288.92465
20210704T1500,64.67095,78.0,13.339445,273.09406
20210704T1600,65.55295,75.0,12.979984,266.8202
20210704T1700,66.12895,73.0,13.679999,270.0
20210704T1800,65.426956,74.0,14.081478,265.6013
20210704T1900,65.08495,73.0,15.119999,270.0
20210704T2000,63.51895,77.0,10.805999,271.90915
20210704T2100,62.150948,80.0,4.2136917,250.0169
20210704T2200,61.30495,78.0,6.28713,156.37062
20210704T2300,59.52295,75.0,7.5685663,154.65382
20210705T0000,58.550953,76.0,5.5887027,165.06857
20210705T0100,57.63295,79.0,5.3517847,199.65382
20210705T0200,57.34495,82.0,6.989936,214.50853
20210705T0300,57.362953,84.0,7.289445,212.90524
20210705T0400,56.876953,84.0,7.771331,193.3925
20210705T0500,56.06695,84.0,7.208994,177.13759
20210705T0600,57.99295,83.0,5.8048253,150.25511
20210705T0700,61.970955,79.0,4.1046314,217.87498
20210705T0800,63.69895,76.0,5.771239,273.57632
20210705T0900,66.21895,69.0,4.2136917,289.98312
20210705T1000,66.596954,70.0,2.968636,255.96376
20210705T1100,68.000946,69.0,3.2399998,270.0
20210705T1200,67.928955,71.0,3.6,270.0
20210705T1300,73.32895,59.0,12.074766,259.69516
20210705T1400,75.75896,54.0,11.720751,259.38034
20210705T1500,74.89495,55.0,11.928989,275.19443
20210705T1600,75.25495,55.0,9.0,286.2602
20210705T1700,75.16495,57.0,8.373386,295.46335
20210705T1800,75.25495,59.0,8.373386,295.46335
20210705T1900,74.76895,61.0,3.2399998,360.0
20210705T2000,72.53695,68.0,9.422101,96.58194
20210705T2100,69.96295,74.0,11.043261,109.025604
20210705T2200,66.88495,79.0,11.113451,114.90476
20210705T2300,64.07695,85.0,13.684735,125.36246
20210706T0000,61.64695,95.0,12.682018,124.592285
20210706T0100,60.044952,96.0,13.779114,123.27489
20210706T0200,59.45095,95.0,15.277749,124.43899
20210706T0300,62.43895,84.0,17.373497,124.01935
20210706T0400,61.93495,79.0,18.671474,123.99645
20210706T0500,61.23295,75.0,19.969458,123.97655
20210706T0600,63.23095,74.0,21.868332,122.90524
20210706T0700,65.40895,74.0,10.587918,125.31121
20210706T0800,67.53295,74.0,12.783802,122.34744
20210706T0900,72.77095,64.0,2.5455842,135.0
20210706T1000,77.12695,59.0,8.854829,296.56506
20210706T1100,80.33095,52.0,23.933907,276.91122
20210706T1200,77.81095,60.0,27.345785,286.049
20210706T1300,66.02095,68.0,24.344624,293.53235
20210706T1400,63.21295,66.0,19.486609,295.14478
20210706T1500,59.45095,77.0,14.88242,302.15228
20210706T1600,57.794952,85.0,5.495161,328.39252
20210706T1700,57.614952,88.0,2.9024127,97.125015
20210706T1800,58.62295,85.0,8.225035,113.19859
20210706T1900,59.88295,84.0,10.495713,112.16634
20210706T2000,60.260952,85.0,9.983106,115.64101
20210706T2100,59.77495,88.0,11.435313,118.17859
20210706T2200,59.84695,90.0,8.287822,124.38034
20210706T2300,58.856953,93.0,4.68,89.99999
20210707T0000,58.334953,93.0,2.9024127,97.125015
20210707T0100,58.280952,95.0,2.4149535,116.56505
20210707T0200,58.37095,93.0,8.534353,117.64597
20210707T0300,58.40695,91.0,10.009036,127.69424
20210707T0400,57.884953,91.0,12.303366,110.556046
20210707T0500,57.77695,88.0,13.089354,121.50426
20210707T0600,57.99295,88.0,14.81259,115.94229
20210707T0700,60.224953,81.0,15.496736,120.73548
20210707T0800,59.57695,84.0,11.808878,142.4314
20210707T0900,61.52095,84.0,7.754637,158.1986
20210707T1000,63.71695,82.0,7.5170207,163.30075
20210707T1100,64.472946,82.0,9.0,180.0
20210707T1200,64.27495,82.0,9.107359,161.56505
20210707T1300,73.400955,58.0,9.47012,98.74616
20210707T1400,74.66095,56.0,7.9526596,95.19443
20210707T1500,75.39896,56.0,5.4477882,82.40536
20210707T1600,76.22695,53.0,3.6,36.86989
20210707T1700,76.35295,53.0,5.2416787,344.0546
20210707T1800,75.93895,54.0,10.464797,333.43497
20210707T1900,74.318954,56.0,11.792404,328.73627
20210707T2000,71.92495,64.0,10.296251,323.53076
20210707T2100,70.14295,72.0,8.435069,320.19443
20210707T2200,68.07295,83.0,7.7043357,307.40536
20210707T2300,66.93895,87.0,9.178235,281.30994
20210708T0000,65.57095,80.0,10.799999,270.0
20210708T0100,64.454956,80.0,9.178235,258.69006
20210708T0200,64.38295,83.0,9.726665,267.8789
20210708T0300,62.97895,86.0,11.159999,270.0
20210708T0400,62.94295,86.0,10.8955765,277.59464
20210708T0500,62.294952,88.0,11.304229,307.23483
20210708T0600,62.168953,88.0,12.475961,313.83087
20210708T0700,63.12295,83.0,16.363178,320.35583
20210708T0800,64.32895,83.0,18.391737,319.76367
20210708T0900,65.12096,81.0,18.584509,315.78485
20210708T1000,65.28295,80.0,17.581125,317.48956
20210708T1100,65.426956,80.0,16.055355,317.72632
20210708T1200,65.39095,80.0,14.113652,322.2532
20210708T1300,68.954956,66.0,10.787993,334.29004
20210708T1400,68.612946,66.0,8.707237,330.25513
20210708T1500,68.48695,66.0,8.0899935,327.72437
20210708T1600,67.676956,69.0,10.44,316.3972
20210708T1700,66.362946,76.0,11.592895,295.76935
20210708T1800,63.82495,87.0,13.896187,306.57306
20210708T1900,62.97895,88.0,13.479583,325.88556
20210708T2000,62.54695,87.0,11.966954,313.78113
20210708T2100,61.664955,88.0,14.345898,287.52557
20210708T2200,60.260952,89.0,17.377226,283.17255
20210708T2300,59.64895,90.0,18.228943,279.09027
20210709T0000,59.540955,89.0,15.119999,270.0
20210709T0100,59.378952,88.0,17.64,270.0
20210709T0200,59.27095,88.0,16.93531,267.56335
20210709T0300,59.09095,87.0,17.64,270.0
20210709T0400,58.676952,86.0,16.923828,271.21887
20210709T0500,58.154953,86.0,14.759999,270.0
20210709T0600,59.03695,84.0,12.959999,270.0
20210709T0700,61.610954,79.0,13.75558,276.009
20210709T0800,62.834953,77.0,12.849528,281.30994
20210709T0900,65.49895,71.0,10.661107,281.68936
20210709T1000,65.21095,68.0,7.69592,280.7843
20210709T1100,67.11895,63.0,6.489992,289.44003
20210709T1200,66.88495,63.0,5.3999996,306.8699
20210709T1300,71.11495,55.0,10.233123,309.2894
20210709T1400,71.762955,54.0,9.931042,316.4688
20210709T1500,71.99695,54.0,8.4963045,323.61566
20210709T1600,71.97895,54.0,8.766573,340.82098
20210709T1700,71.49295,56.0,9.449572,342.25534
20210709T1800,70.77295,57.0,9.6932955,344.93152
20210709T1900,69.78295,59.0,9.227524,339.44397
20210709T2000,68.12695,64.0,8.854829,333.43497
20210709T2100,65.76895,70.0,7.8954163,335.77228
20210709T2200,64.094955,72.0,4.5820518,315.0
20210709T2300,63.23095,73.0,3.2399998,270.0
20210710T0000,62.204952,75.0,1.8,233.1301
20210710T0100,61.142952,78.0,2.2768397,198.43495
20210710T0200,59.864952,80.0,2.1897945,170.53767
20210710T0300,58.62295,83.0,3.319036,139.3987
20210710T0400,57.884953,85.0,4.8433046,138.01279
20210710T0500,57.09295,87.0,4.6938257,122.47119
20210710T0600,57.50695,87.0,5.95906,115.01689
20210710T0700,60.440952,80.0,10.948973,117.40757
20210710T0800,64.13095,74.0,11.841756,109.53665
20210710T0900,67.69495,69.0,12.864649,107.92791
20210710T1000,70.790955,61.0,13.905509,111.2505
20210710T1100,73.14896,55.0,12.768586,111.50143
20210710T1200,75.18295,51.0,10.829958,111.44774
20210710T1300,77.918945,46.0,9.6932955,105.06849
20210710T1400,78.872955,44.0,4.5536795,108.434944
20210710T1500,79.62895,43.0,0.8049845,333.43497
20210710T1600,79.50295,43.0,4.6800003,292.61987
20210710T1700,79.16095,42.0,3.6179552,275.7106
20210710T1800,78.78294,43.0,2.5455842,261.8699
20210710T1900,78.00896,45.0,3.0758414,290.55603
20210710T2000,76.44295,48.0,7.729527,297.75854
20210710T2100,70.62895,65.0,23.664352,283.1906
20210710T2200,64.83295,83.0,19.443333,268.9391
20210710T2300,61.70095,87.0,26.282463,293.4047
20210711T0000,59.03695,89.0,3.8268526,221.18593
20210711T0100,59.34295,86.0,8.913181,223.36343
20210711T0200,58.640953,85.0,10.315115,240.75117
20210711T0300,58.60495,88.0,9.9571085,257.4712
20210711T0400,58.550953,91.0,12.287555,275.04245
20210711T0500,56.66095,93.0,10.08,270.0
20210711T0600,56.35495,91.0,11.165805,268.1524
20210711T0700,58.028954,85.0,10.823973,266.1859
20210711T0800,60.134953,81.0,10.08,270.0
20210711T0900,62.43895,77.0,8.311245,274.96973
20210711T1000,65.13895,69.0,7.968939,288.43497
20210711T1100,67.71295,62.0,7.9036193,300.0686
20210711T1200,69.80095,57.0,7.145796,319.08563
20210711T1300,72.35695,54.0,5.6002855,315.0
20210711T1400,73.61695,51.0,5.8048253,330.25513
20210711T1500,74.48095,49.0,5.815978,338.1986
20210711T1600,75.12895,48.0,6.849467,356.98724
20210711T1700,75.12895,48.0,6.87779,6.0090027
20210711T1800,74.49895,49.0,6.439876,26.565033
20210711T1900,73.706955,50.0,5.692099,34.69516
20210711T2000,72.176956,55.0,5.0142193,21.037506
20210711T2100,70.37695,61.0,3.0547013,44.999985
20210711T2200,68.28895,68.0,4.452954,104.03624
20210711T2300,65.426956,75.0,5.991594,122.73523
20210712T0000,63.06895,79.0,6.696387,126.25384
20210712T0100,61.52095,76.0,9.585739,124.28687
20210712T0200,59.84695,78.0,10.805998,119.981636
20210712T0300,59.252953,80.0,11.592895,115.76932
20210712T0400,59.828953,78.0,11.923557,118.88658
20210712T0500,60.15295,79.0,16.78156,112.71441
20210712T0600,60.67495,77.0,17.673029,123.36636
20210712T0700,63.752953,73.0,20.833395,108.12186
20210712T0800,67.010956,70.0,18.919704,111.19405
20210712T0900,71.11495,64.0,15.379206,106.31385
20210712T1000,74.35495,61.0,14.003029,107.96913
20210712T1100,77.234955,55.0,11.27553,106.69924
20210712T1200,79.10695,53.0,10.799999,89.99999
20210712T1300,82.652954,43.0,5.0911684,44.999985
20210712T1400,84.07495,40.0,8.557102,345.37915
20210712T1500,84.07495,40.0,12.7279215,331.26022
20210712T1600,81.91495,44.0,16.179987,327.72437
20210712T1700,80.97895,49.0,17.31746,313.3153
20210712T1800,78.872955,55.0,15.876775,302.96942
20210712T1900,77.79295,58.0,12.229406,312.61407
20210712T2000,76.11895,65.0,10.799999,306.8699
20210712T2100,72.374954,76.0,14.021525,299.19748
20210712T2200,69.206955,79.0,12.413476,286.8584
20210712T2300,67.94695,83.0,7.9932976,277.76517
20210713T0000,66.52495,86.0,7.8625183,285.9454
20210713T0100,65.372955,90.0,4.6938252,274.3987
20210713T0200,65.26495,90.0,6.130579,266.63354
20210713T0300,65.17495,89.0,11.928989,264.80557
20210713T0400,63.23095,84.0,20.929594,243.43495
20210713T0500,61.358955,85.0,24.379204,253.70596
20210713T0600,60.49495,88.0,26.072052,252.31561
20210713T0700,61.538948,85.0,24.850431,271.66028
20210713T0800,61.05295,85.0,21.67487,258.50342
20210713T0900,60.78295,84.0,21.322214,258.31064
20210713T1000,59.93695,83.0,24.066206,248.03943
20210713T1100,60.11695,80.0,23.469128,265.6013
20210713T1200,60.69295,76.0,20.316889,277.125
20210713T1300,57.09295,94.0,7.9932966,215.83765
20210713T1400,61.17895,84.0,4.6938257,237.52881
20210713T1500,63.95095,74.0,7.208994,267.1376
20210713T1600,64.61695,69.0,10.182337,261.8699
20210713T1700,65.87695,65.0,10.538843,262.14667
20210713T1800,65.15695,66.0,10.823973,273.8141
20210713T1900,64.13095,68.0,12.57426,283.2405
20210713T2000,62.780952,71.0,10.594036,279.7824
20210713T2100,60.65695,76.0,9.0,270.0
20210713T2200,59.28895,78.0,6.489992,266.8202
20210713T2300,58.676952,77.0,4.6938257,237.52881
20210714T0000,57.50695,76.0,3.319036,220.6013
20210714T0100,55.454952,82.0,5.2416787,164.0546
20210714T0200,55.166954,84.0,7.653705,138.81407
20210714T0300,55.13095,86.0,7.8954163,133.15239
20210714T0400,53.74495,85.0,8.435069,140.19443
20210714T0500,53.960953,79.0,8.587338,146.97614
20210714T0600,54.734955,82.0,8.913181,136.63657
20210714T0700,59.18095,75.0,10.239453,190.12466
20210714T0800,62.81695,68.0,11.183201,213.17851
20210714T0900,64.50896,66.0,8.854829,243.43495
20210714T1000,65.08495,63.0,12.979984,213.69006
20210714T1100,65.82295,64.0,14.764389,268.60284
20210714T1200,67.35295,63.0,19.13426,258.05585
20210714T1300,66.61495,66.0,18.888851,277.6668
20210714T1400,65.012955,71.0,20.275383,276.1155
20210714T1500,64.79695,70.0,20.570463,265.98584
20210714T1600,63.12295,73.0,22.253124,260.69006
20210714T1700,62.06095,77.0,18.057508,246.50143
20210714T1800,62.81695,77.0,23.795427,252.38742
20210714T1900,61.44895,81.0,24.248613,251.83405
20210714T2000,60.67495,83.0,22.206486,253.03384
20210714T2100,59.90095,86.0,21.99538,248.89517
20210714T2200,59.64895,88.0,24.248613,251.83405
20210714T2300,59.50495,88.0,23.34455,250.16788
20210715T0000,60.224953,85.0,28.357855,241.15735
20210715T0100,60.90895,83.0,30.302078,246.17574
20210715T0200,61.322952,84.0,33.231335,247.04591
20210715T0300,60.80095,87.0,35.377213,257.66092
20210715T0400,60.29695,88.0,34.979332,261.11935
20210715T0500,60.044952,88.0,35.069984,264.6991
20210715T0600,59.75695,88.0,33.21573,265.64893
20210715T0700,61.070953,87.0,31.394394,266.0548
20210715T0800,61.142952,86.0,29.195534,267.17288
20210715T0900,61.05295,85.0,27.038372,266.94714
20210715T1000,61.358955,86.0,26.079508,263.65982
20210715T1100,61.142952,87.0,22.027763,258.69006
20210715T1200,61.88095,85.0,22.42427,264.47247
20210715T1300,61.16095,88.0,18.289274,259.79602
20210715T1400,62.348953,85.0,19.06301,259.11447
20210715T1500,63.30295,83.0,18.486622,263.29016
20210715T1600,63.71695,81.0,19.803272,271.04163
20210715T1700,63.15895,84.0,16.981165,265.1355
20210715T1800,64.27495,82.0,17.283749,271.19348
20210715T1900,62.042953,89.0,13.684735,268.49255
20210715T2000,62.096954,90.0,9.3669195,272.2026
20210715T2100,61.808952,92.0,8.427383,289.98312
20210715T2200,61.30495,94.0,7.7879906,303.69006
20210715T2300,60.87295,95.0,8.669949,318.36646
20210716T0000,60.278954,95.0,8.854829,333.43497
20210716T0100,59.18095,95.0,8.587338,326.97614
20210716T0200,59.41495,93.0,8.669949,318.36646
20210716T0300,59.64895,93.0,9.585739,325.71313
20210716T0400,58.83895,94.0,10.514218,321.95297
20210716T0500,58.65895,93.0,8.669949,318.36646
20210716T0600,59.64895,88.0,7.9036193,300.0686
20210716T0700,60.62095,86.0,8.089993,290.85446
20210716T0800,61.39495,85.0,7.5942082,301.42957
20210716T0900,63.77095,81.0,9.585739,304.28687
20210716T1000,64.94095,78.0,12.24,298.07248
20210716T1100,64.040955,81.0,14.88242,302.15228
20210716T1200,64.58095,79.0,14.291592,310.91437
20210716T1300,65.13895,78.0,11.592895,334.23068
20210716T1400,65.51695,76.0,11.620809,343.8108
20210716T1500,65.91295,76.0,11.726277,342.1213
20210716T1600,66.50695,74.0,12.864649,342.07208
20210716T1700,67.04695,72.0,13.450708,344.4759
20210716T1800,67.208954,73.0,12.074766,349.69516
20210716T1900,66.61495,76.0,9.114471,350.90973
20210716T2000,65.08495,82.0,6.725354,344.4759
20210716T2100,62.97895,87.0,6.193674,324.46234
20210716T2200,61.664955,88.0,3.0758414,290.55603
20210716T2300,60.710953,90.0,2.0364676,225.0
20210717T0000,60.42295,91.0,4.0249224,206.56505
20210717T0100,59.864952,91.0,4.1046314,217.87498
20210717T0200,59.360954,93.0,4.510787,241.38954
20210717T0300,58.65895,93.0,4.6800003,247.38014
20210717T0400,57.488953,95.0,6.151683,249.44395
20210717T0500,57.52495,95.0,5.495161,238.3925
20210717T0600,59.01895,93.0,3.4152596,251.56506
20210717T0700,60.00895,92.0,2.8799999,270.0
20210717T0800,62.06095,89.0,3.96,270.0
20210717T0900,66.02095,81.0,6.618519,315.0
20210717T1000,66.92095,82.0,8.225035,336.8014
20210717T1100,67.40695,81.0,8.699793,335.55603
20210717T1200,68.64896,76.0,7.491114,324.7824
20210717T1300,71.04295,71.0,11.212135,354.47247
20210717T1400,72.10495,68.0,10.105681,4.085617
20210717T1500,73.94095,64.0,8.049845,10.30484
20210717T1600,75.23695,62.0,7.5170207,16.69925
20210717T1700,74.04895,65.0,9.779817,6.340164
20210717T1800,73.43695,68.0,12.324414,6.7098236
20210717T1900,72.500946,72.0,12.783802,9.72757
20210717T2000,70.93495,79.0,11.183201,3.6913757
20210717T2100,69.49495,82.0,9.0645685,353.15723
20210717T2200,68.45095,84.0,6.5693827,350.5377
20210717T2300,67.60495,86.0,5.4833565,336.8014
20210718T0000,66.81295,88.0,5.00128,329.7436
20210718T0100,65.60695,91.0,4.2136917,340.0169
20210718T0200,64.418945,94.0,3.8268526,318.8141
20210718T0300,63.46495,94.0,6.989936,304.50854
20210718T0400,61.952953,95.0,8.78872,325.008
20210718T0500,60.62095,94.0,10.514218,321.95297
20210718T0600,59.70295,92.0,11.720751,317.48956
20210718T0700,60.260952,87.0,11.720751,312.51044
20210718T0800,63.06895,80.0,10.948973,313.6678
20210718T0900,65.84096,76.0,9.726664,321.00903
20210718T1000,68.79295,72.0,10.144082,332.52557
20210718T1100,71.78095,70.0,12.522619,341.56506
20210718T1200,74.426956,68.0,13.450708,344.4759
20210718T1300,76.64095,63.0,17.771753,6.981064
20210718T1400,79.37695,54.0,14.707222,21.54097
20210718T1500,81.08695,49.0,14.186923,35.70668
20210718T1600,81.19495,46.0,16.299694,30.529694
20210718T1700,80.88895,47.0,15.9134655,37.647614
20210718T1800,80.456955,42.0,15.277749,55.560997
20210718T1900,78.62096,48.0,13.004922,48.366455
20210718T2000,75.75896,58.0,10.691453,44.999985
20210718T2100,72.98695,61.0,9.504272,52.696053
20210718T2200,69.24295,65.0,9.504273,65.37643
20210718T2300,64.99495,76.0,6.9899354,78.11134
20210719T0000,62.74495,85.0,3.96,89.99999
20210719T0100,62.222954,87.0,2.2768397,108.434944
20210719T0200,62.31295,84.0,1.8,126.869896
20210719T0300,61.610954,84.0,1.609969,116.56505
20210719T0400,60.36895,88.0,0.35999998,180.0
20210719T0500,58.946953,93.0,1.4399999,270.0
20210719T0600,58.820953,94.0,3.6,270.0
20210719T0700,60.638954,90.0,4.73506,278.74615
20210719T0800,63.626953,82.0,5.8048253,299.74487
20210719T0900,67.49695,76.0,6.1305785,319.76367
20210719T1000,71.97895,70.0,6.9527545,338.7495
20210719T1100,75.83095,66.0,7.9526596,354.8056
20210719T1200,78.566956,54.0,10.464798,356.0548
20210719T1300,80.38495,53.0,15.4800005,360.0
20210719T1400,80.708954,56.0,21.96,360.0
20210719T1500,80.99695,54.0,22.751316,4.5377655
20210719T1600,80.762955,53.0,21.707731,5.7105865
20210719T1700,80.13295,54.0,20.598795,5.013092
20210719T1800,79.124954,56.0,19.201874,6.4588013
20210719T1900,76.874954,61.0,17.313717,3.5763245
20210719T2000,73.472946,69.0,14.417988,2.8624115
20210719T2100,69.96295,77.0,8.28,360.0
20210719T2200,67.44295,82.0,0.35999998,360.0
20210719T2300,65.78695,84.0,2.7416782,246.8014
20210720T0000,64.418945,84.0,4.198285,239.03624
20210720T0100,63.50095,85.0,3.7585104,253.30075
20210720T0200,62.564953,87.0,2.5455842,278.1301
20210720T0300,61.196953,90.0,1.609969,333.43497
20210720T0400,59.558952,94.0,2.2768397,18.434952
20210720T0500,58.010952,97.0,1.8,360.0
20210720T0600,58.60495,92.0,1.8,323.13013
20210720T0700,60.36895,89.0,3.7064266,299.0546
20210720T0800,62.88895,83.0,4.8433046,318.01282
20210720T0900,66.344955,74.0,6.763786,334.7989
20210720T1000,70.16095,66.0,7.968939,341.56506
20210720T1100,73.77895,59.0,9.826088,351.57306
20210720T1200,75.86695,52.0,11.928989,354.8056
20210720T1300,76.928955,53.0,13.797912,352.50415
20210720T1400,78.260956,48.0,15.876775,356.09952
20210720T1500,78.67495,48.0,16.56,360.0
20210720T1600,78.96295,48.0,17.28,360.0
20210720T1700,78.38695,50.0,18.36353,1.1233063
20210720T1800,76.928955,55.0,19.803272,1.041626
20210720T1900,74.96695,56.0,18.057508,355.4261
20210720T2000,71.83495,60.0,15.273505,351.8699
20210720T2100,68.50495,67.0,12.0694,342.646
20210720T2200,65.82295,74.0,8.534353,332.35403
20210720T2300,64.760956,76.0,4.452954,284.03625
20210721T0000,64.81496,74.0,4.072935,225.0
20210721T0100,64.07695,74.0,3.7064266,240.9454
20210721T0200,62.90695,75.0,3.2399998,270.0
20210721T0300,61.57495,78.0,3.9763298,275.19443
20210721T0400,60.80095,78.0,3.6,270.0
20210721T0500,59.864952,80.0,3.2399998,270.0
20210721T0600,60.08095,80.0,2.8799999,270.0
20210721T0700,61.736954,78.0,2.9024127,277.125
20210721T0800,64.20296,73.0,2.9024127,299.74487
20210721T0900,67.28095,69.0,4.829907,333.43497
20210721T1000,70.790955,64.0,8.427383,340.0169
20210721T1100,74.44495,55.0,11.792404,347.66092
20210721T1200,76.49695,51.0,13.797912,352.50415
20210721T1300,77.900955,56.0,12.429127,349.992
20210721T1400,79.28695,51.0,12.682018,353.4802
20210721T1500,80.13295,48.0,12.7279215,351.8699
20210721T1600,80.402954,49.0,14.154915,352.69427
20210721T1700,79.98895,50.0,15.876775,356.09952
20210721T1800,78.83695,54.0,15.517629,356.0091
20210721T1900,77.09095,59.0,13.627795,347.79956
20210721T2000,74.04895,65.0,11.726277,342.1213
20210721T2100,70.41295,73.0,9.360001,337.38013
20210721T2200,67.42495,79.0,4.8433046,318.01282
20210721T2300,65.930954,81.0,2.7416782,246.8014
20210722T0000,64.74295,80.0,3.8268526,228.81409
20210722T0100,63.68095,80.0,3.8773184,248.1986
20210722T0200,63.176952,79.0,4.73506,261.25385
20210722T0300,62.61895,79.0,4.32,270.0
20210722T0400,61.610954,81.0,2.8799999,270.0
20210722T0500,61.322952,81.0,1.08,270.0
20210722T0600,61.358955,83.0,0.35999998,180.0
20210722T0700,63.24895,80.0,0.35999998,270.0
20210722T0800,66.25495,73.0,2.0364676,315.0
20210722T0900,69.11695,68.0,3.8773184,338.1986
20210722T1000,72.60895,64.0,6.28713,336.37064
20210722T1100,75.902954,59.0,7.928178,357.39746
20210722T1200,78.33295,52.0,8.28,360.0
20210722T1300,78.62096,54.0,10.028439,338.9625
20210722T1400,79.80895,49.0,11.043261,340.9744
20210722T1500,80.58295,46.0,11.043261,340.9744
20210722T1600,80.65495,46.0,11.165805,339.22775
20210722T1700,80.11495,47.0,11.384199,341.56506
20210722T1800,79.484955,48.0,11.304229,350.83765
20210722T1900,78.224945,50.0,10.948973,350.5377
20210722T2000,75.38095,59.0,10.390226,345.96375
20210722T2100,72.15895,64.0,8.350138,352.5686
20210722T2200,69.58495,70.0,4.0249224,333.43497
20210722T2300,68.05495,73.0,1.484318,284.03625
20210723T0000,67.04695,74.0,0.35999998,270.0
20210723T0100,65.53495,77.0,0.71999997,270.0
20210723T0200,64.61695,78.0,0.8049845,243.43495
20210723T0300,63.89695,79.0,1.08,180.0
20210723T0400,63.21295,79.0,2.0991426,149.03624
20210723T0500,62.528954,80.0,3.6,143.1301
20210723T0600,62.58295,81.0,4.6938257,122.47119
20210723T0700,64.74295,77.0,6.379216,106.38954
20210723T0800,68.72095,71.0,10.239453,100.124664
20210723T0900,72.91495,65.0,12.429127,100.00798
20210723T1000,76.622955,59.0,13.979871,101.88866
